PART,MANUFACTURER,DESCRIPTION,constructed_code_9d
22314813,VOLVO,A/C CONDENSER,010-000-000
22315,"GATES RUBBER, THE","COOLANT, HOSE",042-000-000
22316,"GATES RUBBER, THE",UPPER HOSE,065-000-000
22324309,VOLVO,FLOOR MAT,053-000-000
22324322,VOLVO,ANTENNA,053-000-000
22324326,VOLVO,FLOOR MAT,053-000-000
22324328,VOLVO,FLOOR LINER,053-000-000
2232-5-9723,WHITING ROLL-UP DOOR,BOTTOM PANEL,072-000-000
223264,TENNANT,GASKET,053-000-000
22327069,VOLVO,"VALVE, SOLENOID",032-000-000
22328112,VOLVO,SUN VISOR,053-000-000
2232X96,WHITING ROLL-UP DOOR,CENTER DOOR PANEL,072-000-000
2233369PE,"PACCAR, INC.","PAN, OIL",044-000-000
22334227,VOLVO,HORN,034-000-000
22336579,VOLVO,CONNECTING BOLT,053-000-000
223407,CHEVRON USA INC.,"GREASE, MOLY LUBE",053-000-000
223-465V,GT DEVELOPMENTS,PRESSURE PROTECTION VALVE,053-000-000
2234788,PETERBILT MOTORS CO,OIL ELEMENT PB,044-000-000
2234788PE,"PACCAR, INC.",PACCAR OIL ELEMENT,044-000-000
2234864PE,KENWORTH TRUCK CO,"TENSIONER,V,BELT",042-000-000
22351684,VOLVO,"HARNESS, JUMPER, RADIO",032-000-000
2236409,PETERBILT MOTORS CO,"NOX SENSOR FORWARD 12V,MX-13",043-000-000
22365-1TV1D,NISSAN,BOOST PRESSURE SENSOR,032-000-000
22368183,VOLVO,BRACKET,053-000-000
22379948,VOLVO,LEVEL ROD,053-000-000
2238-10R,AUTOMANN,60 SERIES 10 LED RED LITE,034-000-000
2238126PE,"PACCAR, INC.",SPEED SENSOR,032-000-000
2238131,"PACCAR, INC.","SENSOR, SPEED, KIT",032-000-000
22386057,VOLVO,A/C CONDENSER,010-000-000
22389947,VOLVO,"MEMBER, CROSS - AIR BAG REAR S",016-000-000
22391563,VOLVO,DEF DOSING UNIT,053-000-000
22391565,VOLVO,DOSAGE VALVE,053-000-000
22392379,VOLVO,SUSPENSION DASH SWITCH,032-000-000
22392513,VOLVO,"BACK-OF-CAB SWITCH, LIGHT",034-000-000
22394596,"MACK TRUCKS, INC.",SEALING RING,018-000-000
22398213,VOLVO,STARTER MOTOR,032-000-000
22398215,VOLVO,STARTER,032-000-000
22398219,VOLVO,STARTER,032-000-000
22398223,VOLVO,STARTER MOTOR,032-000-000
224 389 026,HELLA LIGHTS USA,"COVER, R/H",002-000-000
224025,"MAGLINER, INC.","KIT, AXLE",016-000-000
22406383,VOLVO,STRAINER-DEF PUMP,053-000-000
2241,J.J. KELLER,"REPORT,ANNUAL INSPECTION 3-PLY",053-000-000
22-41957-000,FREIGHTLINER,"ANGLE, STEEL, 5TH WHEEL",018-000-000
22422785,VOLVO,"SENSOR, AIR INTAKE BOOST TEMP",032-000-000
22423053,VOLVO,"HARNESS, WIRING",032-000-000
22-43129-000,FREIGHTLINER,"SPEAKER, 4IN COAXIAL",053-000-000
22-43130-000,PANASONIC,SPEAKER,053-000-000
22-43130-001,FREIGHTLINER,SPEAKER 5 1/4IN COAX,053-000-000
22-43130-003,FREIGHTLINER,SPEAKER,053-000-000
224342,MAXON,"FITTING, GREASE - 1/4 SLF/TP",053-000-000
22-43581-001,FREIGHTLINER,"5TH WHEEL, ANGLE HLD 24.5, 8M",018-000-000
224-394-045,HALDEX,"HOLDER, BULB",034-000-000
224-396-007,HALDEX,"HARNESS, HEADLAMP",034-000-000
22441066,VOLVO,WIRING HARNESS,032-000-000
22-44335-005,FREIGHTLINER,"ANGLE, BODY MOUNT  F/L SUSP",053-000-000
22-44341-001,FREIGHTLINER,"WASHER RESERVOIR,LEVELSENSOR",032-000-000
22443498,VOLVO,"SENSOR, BRAKE PRESSURE",013-000-000
22443552,VOLVO,LOW PSI SENSOR,032-000-000
22-44706-002,FREIGHTLINER,"LATCH, LOCKING GLOVEBOX",072-000-000
224517000000,"ESPAR, INC.",ESPAR FUEL PUMP,044-000-000
22452551,VOLVO,"MODULE, DOSER HYDROCARBON",032-000-000
224577898,VOLVO,SERVICE KIT,053-000-000
2245OTT,KALMAR LMV,TURN LAMP,034-000-000
2245QC,ROAD BLAZER,TIRE CHAINS,017-001-000
22-4621,PHILLIPS INDUSTRIES,"CABLE, 7-WAY, NON-ABS, 15'",032-000-000
22-47727-000,FREIGHTLINER,GAUGE-AIR CLEANER RESTRICTION,053-000-000
22478499,VOLVO,ANTENNA,053-000-000
224849,LEYMAN,"TOGGLE, 6 POST SWITCH SEALED",034-000-000
22488,BRAKEBEST,"CYLINDER, BRAKE MASTER",013-000-000
22498678,VOLVO,"DISPLAY, LANE CHANGE ASSIST",032-000-000
22504865,VOLVO,FUEL LEVEL SENSOR,044-000-000
2250623PE,"PACCAR, INC.","BRACKET, ELECTRICAL SYSTEM",053-000-000
22-51296-000,FREIGHTLINER,"SWITCH, BINARY",032-000-000
2251763,VOLVO,HOSE,065-000-000
22-51942-000,FREIGHTLINER,"LAMP-MARKER,LED,FLUSH",034-000-000
22521761,VOLVO,HOSE,065-000-000
22521763,VOLVO,"HEATER HOSE, DEF",065-000-000
22521764,VOLVO,HOSE,065-000-000
22-52186-000,FREIGHTLINER,"COVER, HVAC, DUCT, LOWER",002-000-000
2252242PE,"PACCAR, INC.","FITTING, EXHAUST",043-000-000
225278-02,MAXON,"RUBBER BUMPER, MAXON",002-000-000
22528281,VOLVO,PITMAN ARM,053-000-000
22529875,VOLVO,SOCKET,053-000-000
225346,CASCADE CORP,CAPSCREW M16X60,053-000-000
22-53483-002,FREIGHTLINER,"ANTENNA, RADIO, AM/FM, 31 IN",053-000-000
22540,NGK,OXYGEN SENSOR,032-000-000
22542178,VOLVO,BRACKET,053-000-000
22547273,VOLVO,MOTOR CONTROL UNIT,032-000-000
22550,NAPA,"HUB, SEAL",018-000-000
22555861,VOLVO,"PIPE, EXHAUST, ELBOW",043-000-000
2256369PE,"PACCAR, INC.","VALVE, EGR CONTROL",053-000-000
2256375PE,"PACCAR, INC.",BACK PRESSURE VALVE,053-000-000
22564822,VOLVO,LEVEL SENSOR / COOLANT,042-000-000
22569483,VOLVO,SWITCH PANEL,032-000-000
22569484,VOLVO,DRIVER WINDOW SWITCH,032-000-000
22569486,VOLVO,SWITCH PANEL,032-000-000
22569491,VOLVO,"SWITCH, WINDOW",032-000-000
22-57546-000,FREIGHTLINER,"NAMEPLATE -FREIGHTLINER, SMALL",053-000-000
22577020,VOLVO,SOLENOID VALVE,032-000-000
22579980,VOLVO,ANTENNA,053-000-000
22581,ACE HARDWARE,"V BELT 1/2"" X 42""",042-000-000
22-58122-000,FREIGHTLINER,"HORN, AIR, ROUND, 14, B",034-000-000
22583044,VOLVO,GEAR SHIFT,053-000-000
22-58432-000,FREIGHTLINER,"VALVE, AIR HORN SINGLE",034-000-000
22585398,"MACK TRUCKS, INC.",TRANSMISSON OIL COOLER PIPE,042-000-000
22-58581-000,FREIGHTLINER,"CAP,WASHER,WINDSHIELD",002-035-000
22-58666-001,FREIGHTLINER,"BRACKET, STEP, CHASSIS, RH",053-000-000
22-58857-000,FREIGHTLINER,"QUARTER FENDER- REAR, LH BLK",002-000-000
22-58857-001,FREIGHTLINER,"QUARTER FENDER-REAR, RH, BLK",002-000-000
22-58864-001,FREIGHTLINER,FLAP-FENDER BLK F/L LOGO,002-000-000
22-58888-000,FREIGHTLINER,LOUVER DASH,002-000-000
2259058PE,"PACCAR, INC.","SENSOR, PRESSURE, CRANKCASE",032-000-000
22591168,VOLVO,LOUVER,053-000-000
22591206,VOLVO,LOUDSPEAKER GRILLE,002-000-000
22591207,VOLVO,TRIM FRAME,018-000-000
22591289,VOLVO,TRIM MOULDING,018-000-000
22-59325-000,FREIGHTLINER,"SUPPORT, MUD FLAP UPPER REAR",002-000-000
2-260004,NAPA,FUEL PRESSURE SENSOR,044-000-000
22-60646-000,FREIGHTLINER,"TRANSDUCER, PRESSURE ,A/C, P3",010-000-000
22607326,VOLVO,HARNESS,032-000-000
22608404,VOLVO,CHACK VALVE,053-000-000
22-60984-002,FREIGHTLINER,"FENDER, EXTENSION",002-000-000
22-60984-003,FREIGHTLINER,"FENDER,RH",002-000-000
22-60985-002,FREIGHTLINER,"FENDER,FRONT LH",002-000-000
22-60985-003,FREIGHTLINER,"FENDER - FRONT, 113, RIGHT HAN",002-000-000
22-60988-006,FREIGHTLINER,"SHIELD-SPLASH,CAB MO",053-000-000
22-60988-007,FREIGHTLINER,"SHIELD - SPLASH, CABIN MOUNTED",053-000-000
22-60997-000,FREIGHTLINER,"LAMP, DOME  L/H",034-000-000
22-60997-001,FREIGHTLINER,"LAMP, DOME  R/H",034-000-000
22618204,VOLVO,ANTENNA CABLE,032-000-000
22618214,VOLVO,"CABLE, ANTENNA",032-000-000
22619264,VOLVO,WIRING HARNESS,032-000-000
2261A0A,TOTALSOURCE,LOAD WHEEL ASSY,018-000-000
22-62509-00,FREIGHTLINER,PANEL - FRAME UPPER DASH,002-000-000
22-62509-000,FREIGHTLINER,PANEL-FRAME UPR DASH,002-000-000
22626170,VOLVO,STRAP,053-000-000
22-62670-000,FREIGHTLINER,"INLET COVER- HVAC, OSA",002-000-000
2264192PE,PETERBILT MOTORS CO,"PLUG, MULTI PURPOSE",032-000-000
22650771,"MACK TRUCKS, INC.",AIR PPV MANIFOLD,053-000-000
22-65771-000,FREIGHTLINER,COMPRESSOR-A/C.DENSO.160MM.8PK,010-000-000
22-65830-002,FREIGHTLINER,WINDSHIELD WASHER RESERVOIR,002-035-000
22662224,VOLVO,CAB SHOCK,016-000-000
22662230,VOLVO,"ABSORBER, SHOCK - CAB",016-000-000
22-66587-000,FREIGHTLINER,"CLAMP, QTR FENDER, REAR",034-000-000
22668899,VOLVO,SWITCH CLUM/MICRO CH,032-000-000
22-67081-000,FREIGHTLINER,"CONDENSER,ISOLATOR",053-000-000
22-67370-000,FREIGHTLINER,"BRACKET, STEP MOUNT",053-000-000
22676878,VOLVO,HEAT SHIELD,053-000-000
22677399,VOLVO,"GASKET, ENGINE BRAKE",013-000-000
22-67811-00,FREIGHTLINER,DEF TANK BRACKET,053-000-000
22-67811-000,FREIGHTLINER,BRACKET-STEPSIDE,053-000-000
22-67812-000,FREIGHTLINER,STEP MOUNTING,053-000-000
22-67995-001,FREIGHTLINER,"STEP BRACKET,FUEL TANK",044-000-000
22-67996-001,FREIGHTLINER,"STEP BRACKET,FUEL TANK",044-000-000
22680-7S00A,NISSAN,MASS AIR FLOW SENSOR,032-000-000
22-68425-000,FREIGHTLINER,"SEAL, O-RING - AC 1/2 INCH",018-000-000
22-68426-000,FREIGHTLINER,O-RING SEALS,018-000-000
22-68427-000,FREIGHTLINER,"SEAL, O-RING",018-000-000
22-68626-000,FREIGHTLINER,AIR HORN,034-000-000
22-68626-001,FREIGHTLINER,"HORN-AIR, RND",034-000-000
22688449,GMC TRUCK DIVISION,"CAP, BRAKE MASTER CYL RES",013-000-000
226889,MAXON,"SWITCH, TOGGLE",032-000-000
22-68923-000,FREIGHTLINER,BRACKET-SIDE,053-000-000
22-68923-001,FREIGHTLINER,"CAB EXTENSION, BRACKET",053-000-000
22-69608-221,FREIGHTLINER,"MUDFLAP, PLASTIC , BLACK, L",002-000-000
22-69608-231,FREIGHTLINER,MUDFLAP - 24X30 ANGLE LEFT- 45,002-000-000
22-69608-241,FREIGHTLINER,"MUD FLAP, BLK, W/LOGO",002-000-000
22-69624-000,FREIGHTLINER,VENT-DASH OUTBOARD,002-000-000
22-69625-000,FREIGHTLINER,"VEN-DASH, CENTER, LH",002-000-000
22700000,VOLVO,TERMINAL COVER,032-000-000
227023,BRIDGESTONE TIRE,M729F 225/70R19.5 TLBLSTGL14,053-000-000
227040,BRIDGESTONE TIRE,M729F 245/70R19.5 TLBLSTHL 16,053-000-000
22722447,VOLVO,"SWITCH, BATTERY DISCONNECT",032-001-000
22-72550-000,FREIGHTLINER,COVER-SHIFT,002-000-000
22-72574-000,FREIGHTLINER,"SEAL,BRACKET",018-000-000
22725897,"MACK TRUCKS, INC.","DEF, HEATER , HOSE",065-000-000
22725966,VOLVO,"HOSE, CRANKCASE VENTILATION",065-000-000
22-72685-000,FREIGHTLINER,"CLAMP, FUEL TANK - STEP",044-000-000
22-72685-001,FREIGHTLINER,FUEL TANK STEP CLAMP,044-000-000
22727331,VOLVO,YOKE,053-000-000
22-72747-000,DETROIT DIESEL CORP,"SENSOR,OUTSIDE AIR TEMPERATURE",032-000-000
22-72850-002,FREIGHTLINER,"ANTENNA, MOUNTING BRACKET",053-000-000
22-72850-003,FREIGHTLINER,"BRACKET, MOUNT",053-000-000
2273312PE,"PACCAR, INC.",OIL MODU SPC,044-000-000
22-73471-001,FREIGHTLINER,"SHIELD- FRONT STEP, 840 MM",053-000-000
22-73471-002,FREIGHTLINER,"SHIELD- FRONT STEP, 1050 MM",053-000-000
22-73494-001,FREIGHTLINER,"FRONT-COVER, ISX W/C",002-000-000
22-73615-002,FREIGHTLINER,"FLEX,EXTENTION,TRIM",018-000-000
22-73639-075,FREIGHTLINER,"STEP,FUEL",044-000-000
22-73639-100,FREIGHTLINER,"STEP, FUEL TANK",044-000-000
22-73639-105,FREIGHTLINER,STEP-FUEL TANK-105MM,044-000-000
22-73639-110,FREIGHTLINER,"STEP-FUEL TANK, 1100M",044-000-000
22-73639-115,FREIGHTLINER,"STEP, FUEL TANK",044-000-000
22-73639-120,FREIGHTLINER,"STEP, FUEL TANK",044-000-000
22-73639-150,FREIGHTLINER,STEP,053-000-000
22-73639-160,FREIGHTLINER,STEP-FUEL TANK,044-000-000
22-73639-170,FREIGHTLINER,"STEP,FUEL",044-000-000
22-73639-180,FREIGHTLINER,STEP,053-000-000
22-73712-001,FREIGHTLINER,BRACKET FAIRING,053-000-000
22-73776-000,FREIGHTLINER,"FENDER,QTR,FRONT,L/H",002-000-000
22-73776-001,FREIGHTLINER,"RH, QTR, FENDER",002-000-000
22738079,GENERAL MOTORS CORP,"CABLE, PARKING BRAKE",013-000-000
22-73856-000,FREIGHTLINER,"LOUVER, HVAC, BLACK",010-000-000
22-73938-000,FREIGHTLINER,"DASH,STORAGE",002-000-000
22739481,GENERAL MOTORS CORP,ABS WHEEL SPEED SENSOR,013-000-000
22-73987-000,FREIGHTLINER,"VALVE-AIR HORN, SINGLE",034-000-000
22-74015-000,FREIGHTLINER,"SPEAKER, DUAL COIL",044-000-000
22-74126-000,FREIGHTLINER,"PANEL, DASH",002-000-000
22-74166-000,FREIGHTLINER,"FENDER, QUARTER, LEFT HAND",002-000-000
22-74166-001,FREIGHTLINER,"FENDER, QUARTER FRONT",002-000-000
22-74246-000,FREIGHTLINER,PLATE - BACKING SPLASH LEFT,053-000-000
22744063,VOLVO,"VALVE, DEF DOSAGE",053-000-000
22-74461-000,FREIGHTLINER,"PLATE - BACKING, SPLASH RIGHT",053-000-000
22745040,GENERAL MOTORS CORP,"LATCH, DOOR ASSY",072-000-000
22-74574-000,FREIGHTLINER,BRACKET FAIRING,053-000-000
22-74602-001,FREIGHTLINER,"STEP, SIDE",053-000-000
22-74603-002,FREIGHTLINER,STEP,053-000-000
22-74603-004,FREIGHTLINER,"STEP, 925 X 160, STEEL, SILVER",053-000-000
22-74603-005,FREIGHTLINER,FUEL TANK STEP,044-000-000
2274611PE,PETERBILT MOTORS CO,"DPF KIT,W/CLAPMS,GASKETS",043-000-000
2274612PE,"PACCAR, INC.","MODULE, PARTICULATE FILTER",032-000-000
22-74799-000,FREIGHTLINER,STEP COVER,002-000-000
22-74808-002,FREIGHTLINER,STEP-BOC LADDER STEP,053-000-000
22-74915-005,FREIGHTLINER,"FRONT,COVER,STEEL,160CH,SILVER",002-000-000
22-74945-004,FREIGHTLINER,"FAIRING, WHEEL WELL, LH",018-000-000
22-74945-005,FREIGHTLINER,"FAIRING, WHEEL WELL, RH",018-000-000
22755,"GATES RUBBER, THE","HOSE, COOLANT, RADIATOR",042-000-000
22-75520-000,FREIGHTLINER,"COMPRESSOR, AC",053-000-000
22756,"GATES RUBBER, THE","HOSE, COOLANT, RADIATOR",042-000-000
22-75801-000,FREIGHTLINER,MUD FLAP BRACKET LH,002-000-000
22-75801-001,FREIGHTLINER,"BRKT, MUDFLAP, W/LABEL",002-000-000
22-75835-000,FREIGHTLINER,AC COMPRESSOR,053-000-000
22-75836-000,FREIGHTLINER,"COMPRESSOR,A/C",010-000-000
22758929,VOLVO,TRANSMISSION HARNESS,032-000-000
2275904,CATERPILLAR TRACTOR,"O-RING, 3 X 104MM",053-000-000
22759203,GENERAL MOTORS CORP,"FILTER, AIR, CABIN",053-000-000
22759208,ACDELCO,"DOOR, FITLER HOUSING CABIN",072-000-000
2276,HUSKY CORP.,"SAFE-T BREAK, 1"" X 1""",053-000-000
22-76533-000,FREIGHTLINER,"LED FOOTWELL,FRENSEL",034-000-000
22-76833-000,FREIGHTLINER,"COVER, EXHAUSTER",043-000-000
22768928,CHEVROLET MOTOR,"CHECK LINK, FRONT DRIVER DOOR",072-000-000
22769190,GENERAL MOTORS CORP,"HOSE, HEATER OUTLET",065-000-000
22769192,GENERAL MOTORS CORP,"HOSE, HEATER INLET",065-000-000
2277129PE,"PACCAR, INC.","FILTER, FUEL, PRIMARY",044-000-000
22-77217-000,FREIGHTLINER,"DRIER, A/C RECEIVER",010-000-000
227722,MAXON,"ROD, L-SHAPE 1/4",053-000-000
2277235PE,"PACCAR, INC.","CAP, HOUSING, FILTER, OIL",044-000-000
22-77279-000,FREIGHTLINER,"KEY, DOOR/IGNITION M2/P3/P2",072-000-000
22-77280-000,FREIGHTLINER,KEY - DOOR/IGNITION,072-000-000
22-77438-000,FREIGHTLINER,"LH,SPLASH,GUARD",053-000-000
22-77438-001,FREIGHTLINER,"RIGHT SIDE, INNER , FENDER",002-000-000
22774444,VOLVO,DEF HOSE,065-000-000
22777560,VOLVO,"GASKET, VALVE COVER",045-000-000
22-77791-501,FREIGHTLINER,"KIT, MIRROR",002-000-000
22-77791-502,FREIGHTLINER,"GLASS,MIRROR",002-000-000
22781503,MAXON,WALTCO LOCK VALVE,055-003-000
22781543,VOLVO,AIR SPRING,016-000-000
22782136,VOLVO,"SHOCK ABSORBER, CAB",016-000-000
22782141,VOLVO,SLIDE RAIL,053-000-000
22782431,VOLVO,SEAT SLIDE,002-000-000
22782432,VOLVO,"VALVE, CONTROL",053-000-000
22783199,VOLVO,SEAT LEVER,002-000-000
22783987,VOLVO,"CLAMP, HOLDDOWN",034-000-000
22-78501-000,FREIGHTLINER,BACKING PLATE,053-000-000
227856,BRIDGESTONE TIRE,BTT2 11R22.5 TLST,053-000-000
22-78606-502,FREIGHTLINER,"SHELL-BRIGHT, LH",053-000-000
22-78606-503,FREIGHTLINER,"SHELL BRIGHT, RH",053-000-000
22-78606-504,FREIGHTLINER,"BEZEL, MIRROR, LH",002-000-000
22-78606-506,FREIGHTLINER,FLAT GLASS ASSEMBLY,002-035-000
22-78606-507,FREIGHTLINER,CONVEX GLASS ASSY,002-035-000
22-78606-508,FREIGHTLINER,"COVER , ARM, LH",002-000-000
22-78606-509,FREIGHTLINER,"COVER.ARM,RH",002-000-000
22-78606-512,FREIGHTLINER,"MIRROR CLUTCH CAP, LEFT",002-000-000
22-78606-513,FREIGHTLINER,CAP CLUTCH RH,011-000-000
22-78606-514,FREIGHTLINER,"KIT, ACTUATOR",053-000-000
22-78606-517,FREIGHTLINER,"COVER, ARM, LH",002-000-000
22-78606-518,FREIGHTLINER,"COVER, ARM, RH",002-000-000
22789223,VOLVO,BRACKET,053-000-000
22-79217-210,FREIGHTLINER,"MUDFLAP, PLASTIC, BLK LOGO",002-000-000
22-79217-212,FREIGHTLINER,mud flap,002-000-000
22-79217-220,FREIGHTLINER,mud flap,002-000-000
22-79217-222,FREIGHTLINER,MUDD FLAP,053-000-000
22793843,VOLVO,SEAT,002-000-000
22-79922-500,FREIGHTLINER,"MIRROR, AUX  CONVEX",002-000-000
22-79964-000,FREIGHTLINER,"MIRROR,LOOK DOWN, M2",002-000-000
22802284,GMC TRUCK DIVISION,"FUEL, CAP",044-000-000
22802285,GENERAL MOTORS CORP,"CAP, TANK, FUEL",044-000-000
22805597,VOLVO,"CLUSTER, INSTRUMENT W/PROGRAMM",053-000-000
22806270,VOLVO,"SCREW, KIT, VALVE COVER",045-000-000
22807123,GENERAL MOTORS CORP,BLOWER MOTOR RESISTOR,032-000-000
22810502,ROAD WARRIOR,DPF,043-000-000
22816424,GENERAL MOTORS CORP,GRILLE,002-000-000
22825852,GENERAL MOTORS CORP,"APPLIQUE, OPENING, W/SEAL",018-000-000
22826772,VOLVO,END YOKE,053-000-000
22835303,VOLVO,RAD HOSE,065-000-000
228395,CASCADE CORP,SHIM,053-000-000
2283A0,THOMBERT,CASTOR WHEEL,018-000-000
2283A0A,TOTALSOURCE,CASTER WHEEL ASSY,018-000-000
22845992,GENERAL MOTORS CORP,"FILTER, AIR, ENGINE",053-000-000
22848162,CHEVROLET MOTOR,NEGATIVE BATTERY CABLE,032-001-000
22849145,VOLVO,"CAP, SUPPLY, SOLENOID",032-000-000
22849160,VOLVO,"CAP, END COVER, SOLENOID",032-000-000
22849162,"BENDIX CORP, THE",SOLENOID VALVE,032-000-000
22858729,VOLVO,HOSE ASSEMBLY,065-000-000
22859763,"MACK TRUCKS, INC.",RETAINER,053-000-000
22860372,VOLVO,"SWITCH, WIPER",032-000-000
22863502,GENERAL MOTORS CORP,ABS WHEEL SPEED SENSOR WIRE,013-000-000
22866844,VOLVO,"SHOCK, CAB SUSPENSION",016-000-000
2287089,CATERPILLAR TRACTOR,"O-RING, 1.78 X 9.27MM",053-000-000
22872781,GENERAL MOTORS CORP,"REINFORCEMENT, IMPACT, FRONT",053-000-000
228754,MAXON,"SWITCH, ROTARY",032-000-000
22877306,VOLVO,"OIL SEPARATOR, CRANKCASE",044-000-000
228782,CASCADE CORP,"SLIDER, SIDE SHIFTER",053-000-000
22880417,VOLVO,BRACKET,053-000-000
22882125,"MACK TRUCKS, INC.","VALVE, ABS RELAY",032-000-000
22886022,VOLVO,"DPF, PRESSURE, SENSOR, HOSE",043-000-000
22889034,"MACK TRUCKS, INC.","TRANSMISSION VENT, HOSE",065-000-000
22890120,GENERAL MOTORS CORP,BLOWER MOTOR RESISTOR,032-000-000
22890548,GENERAL MOTORS CORP,"PAD, STEP, FRONT BUMPER",002-000-000
22891468,VOLVO,COOLING HOSE,065-000-000
22891475,VOLVO,"HOSE, RADIATOR",042-000-000
22891492,VOLVO,COOLING HOSE,065-000-000
22891505,VOLVO,COOLING HOSE,065-000-000
22891571,VOLVO,HOSE,065-000-000
22891572,VOLVO,HOSE,065-000-000
228922-101,MAXON,PIN ASSEMBLY,053-000-000
22893154,VOLVO,CHARGE AIR PIPE,042-000-000
22899626,VOLVO,SENSOR OIL/FUEL PRESSURE,044-000-000
22905738,VOLVO,EXHAUST PIPE,043-000-000
22908769,VOLVO,CHARGE AIR HOSE,042-000-000
22909882,GENERAL MOTORS CORP,"FILTER, AIR, ENGINE",053-000-000
22921365,GENERAL MOTORS CORP,"CAP, FUEL",044-000-000
22923707,VOLVO,IDLER PULLEY,042-000-000
22936,WALKER MFG. CO.,HD MUFFLER,043-000-000
22937782,VOLVO,"INSULATOR, FORWARD OUTER",053-000-000
22937783,VOLVO,"PLATE, REFLECTOR",053-000-000
22941007,ACDELCO,BLOWER RESISTOR,010-000-000
22943183,VOLVO,TANK,053-000-000
22943668,VOLVO,SWITCH,032-000-000
22945929,VOLVO,AIR TANK,053-000-000
22945941,DORMAN PROD CO.,AIR TANK,053-000-000
22950036,GENERAL MOTORS CORP,"ROTOR, FRONT DISC BRAKE",013-000-000
22950447,GENERAL MOTORS CORP,"COOLER, POWER STEERING",042-000-000
22956991,GENERAL MOTORS CORP,"LAMP, ASSY, CLEARANCE, ROOF",034-000-000
2295-PO-89,TOTALSOURCE,CASTER WHEELS ASSY,018-000-000
229697-01,NATIONAL SEATING CO.,"VALVE,AIR.SEAT,HIGH,PRESSURE",002-000-000
229697-05,NATIONAL SEATING CO.,"SWITCH, SEAT, LUMBAR",032-000-000
22969737,VOLVO,"LAMP, INTERIOR SPOT 3 WAY COMB",034-000-000
22977101,VOLVO,"SWITCH, LIGHT, HAZARD",034-000-000
22980262,VOLVO,"PIPE, EXHAUST, FLEX, SCR",043-000-000
22983867,VOLVO,HEAT SHEILD,053-000-000
229859,"BENDIX CORP, THE","VALVE, QUICK RELEASE, QR-1",053-000-000
229859N,"BENDIX CORP, THE","QUICK ,  RELEASE  ,  VALVE",053-000-000
229860,"BENDIX CORP, THE",QUICK RELEASE VALVE,053-000-000
2298831,PETERBILT MOTORS CO,"MODULE, ENGINE, CONTROL",032-000-000
2298832PEX,"PACCAR, INC.","MODULE, ENGINE CONTROL, MX-13",032-000-000
2299009PE,PETERBILT MOTORS CO,"CV MODULE SF, MX-13",032-000-000
2299013PE,"PACCAR, INC.","FILTER, VENTILATION, CRANKCASE",053-000-000
22996439,VOLVO,HANGER,053-000-000
22996440,VOLVO,HANGER,053-000-000
22997002,VOLVO,"SWITCH, TCS",032-000-000
22997159,VOLVO,PLUG BANK,032-000-000
22998076,VOLVO,"HOUSING, FILTER, OIL",044-000-000
229981-04,KENWORTH TRUCK CO,"ARMREST, ASSEMBLY, RH",002-000-000
22999818,VOLVO,CRANKCASE BREATHER ASSY,053-000-000
22BW,"BOSCH CORP, ROBERT","BLADE, WIPER 22""",002-035-000
22G0040,FREIGHTLINER,"SWITCH, 2 POS,LDW OFF",032-000-000
230,FREIGHTLINER,"ALARM, BACK-UP",053-000-000
230021218,TOTALSOURCE,"MOTOR, LIFT",032-000-000
230021541R,CROWN,HYDRAULIC PUMP MOTOR -REBUILT,065-000-000
23-00461-006,FREIGHTLINER,"NUT, 3/4  16,HI,HEX",053-000-000
23-00461-007,FREIGHTLINER,"NUT-7/8-14, HI, HEX, G8",053-000-000
23005224SK,UTILIMASTER CORP,RADIO ADAPTER HARNESS KIT,032-000-000
23005317,VOLVO,CLUTCH,011-000-000
23-00800-407,FREIGHTLINER,"PIN-COTTER, 1 3/4 X 1",053-000-000
23-00800-505,FREIGHTLINER,"PIN-COTTER, 1-1/4 X 5",053-000-000
2301183PE,PETERBILT MOTORS CO,"SPEED SENSOR , TURBO MX-13",042-000-000
23-0187,BWD-OREILLYS,IGNITION COIL,044-000-000
23024869,VOLVO,"SWITCH, DCP, MIRROR+HEAT+LOCKS",032-000-000
2303558,HYSTER CO.,SLAVE CYLINDER,053-000-000
23038158,VOLVO,"VALVE, DRAIN",053-000-000
23038239,VOLVO,DRAIN VALVE,053-000-000
23044511,VOLVO,"FILTER, FUEL, PRIMARY",044-000-000
23047868,VOLVO,"VALVE, DRAIN W/ CABLE",032-000-000
23053047,VOLVO,"INSTRUMENT CLUSTER, HIGH",053-000-000
23054103,VOLVO,LOCK KIT,072-000-000
23054126,VOLVO,"CYLINDER, LOCK & KEYS",072-000-000
23054130,VOLVO,LOCK KIT,072-000-000
23054138,VOLVO,"BLANK KEYS, DIESEL",044-000-000
2305783,HYSTER CO.,"CYLINDER, HYDRAULIC, MASTER",065-000-000
23059030,VOLVO,FILLER CAP,053-000-000
23061849,VOLVO,DRAIN VALVE,053-000-000
230766-03,NATIONAL TRUCK SEAT,MANIFOLD 2 BUTTON ASSY,032-000-000
23087811,VOLVO,LOCK KIT,072-000-000
23-09114-000,FREIGHTLINER,WASHER 0.69X1.31X0.177 IN,053-000-000
23-09114-002,FREIGHTLINER,WASHER-HARDENED 0.41X0.81X080,053-000-000
23-09114-004,FREIGHTLINER,"WASHER-FLAT,STEEL,3/4",053-000-000
23-09114-010,FREIGHTLINER,"FLAT, HARDENED, 5/8""",053-000-000
